Year,Month,Day,Temperature (°F),Dew Point (°F),Humidity (%),Wind Speed (mph),Pressure (in),Precipitation (in),สถานีบ้านมาบป่าแฝก (1687),สถานีบ้านลานตาเกลี้ยง (501261),Rainfall_Avg (mm)
2020,4,2,93.5,61.5,34.8,5.5,29.3,0,0.0,0.0,0.0
2020,4,3,93,61.9,36.5,3.9,29.4,0,0.0,0.0,0.0
2020,4,4,93.5,62.9,36.5,3.6,29.4,0,0.0,0.0,0.0
2020,4,5,89.1,68.6,52.8,1.9,29.4,0,0.0,0.0,0.0
2020,4,6,91.8,68.5,48.4,5.8,29.4,0,0.0,0.0,0.0
2020,4,7,92.1,68.3,46.9,8.3,29.3,0,0.0,0.0,0.0
2020,4,8,92.3,63.4,40.6,6.1,29.4,0,0.0,0.0,0.0
2020,4,9,91.1,62.8,39.1,3.1,29.4,0,0.0,0.0,0.0
2020,4,10,88.4,66,51.8,2.8,29.4,0,0.0,0.0,0.0
2020,4,11,90.5,60.6,41.1,2.5,29.4,0,0.0,0.0,0.0
2020,4,12,93,62,37,3.5,29.4,0,0.0,0.0,0.0
2020,4,13,88.3,70.4,57.1,4.8,29.4,0,0.0,0.0,0.0
2020,4,14,85.1,71.3,65,3,29.5,0,0.0,0.0,0.0
2020,4,15,86.4,68.9,57.6,3.4,29.4,0.02,0.0,0.0,0.0
2020,4,16,90.5,66,47.8,4.6,29.4,0.02,0.0,0.0,0.0
2020,4,17,93.1,63.6,38,5.5,29.4,0,0.0,0.0,0.0
2020,4,18,90.9,68.8,50.3,3.4,29.4,0,0.0,0.0,0.0
2020,4,19,93,63.5,38.6,3.9,29.4,0,0.0,0.0,0.0
2020,4,20,95.8,64.4,36.3,3.3,29.4,0,0.0,0.0,0.0
2020,4,21,97.1,67.8,38.8,4.9,29.3,0,0.0,0.0,0.0
2020,4,22,95.9,64.5,35.5,8.5,29.3,0,0.0,0.0,0.0
2020,4,23,93,69.6,47.6,3.9,29.4,0,6.5,0.0,3.25
2020,4,24,87.4,71.4,61.5,1.9,29.4,0.1,0.5,0.0,0.25
2020,4,25,85,73.5,69.3,2.3,29.4,0.09,0.0,0.0,0.0
2020,4,26,84.4,71.3,67.3,2.1,29.5,0.01,0.0,0.0,0.0
2020,4,27,75.9,73.4,92.1,2.3,29.5,2.8,11.5,0.0,5.75
2020,4,28,84.3,73,71.5,1.5,29.5,2.36,0.0,0.0,0.0
2020,4,29,85.1,74,71.4,3,29.4,0,1.5,0.0,0.75
2020,4,30,85,74.6,72.5,3.3,29.4,0.06,0.0,0.0,0.0
2020,5,1,85.5,75.1,72.9,2.6,29.4,0,1.5,0.0,0.75
2020,5,2,83.3,76.5,81.8,1.3,29.4,0.52,0.0,0.0,0.0
2020,5,3,90.1,74.3,60.3,2.4,29.4,0.05,0.0,0.0,0.0
2020,5,4,91.1,72.4,55.1,2.8,29.4,0,0.0,0.0,0.0
2020,5,5,92.4,72.5,53.4,3.8,29.3,0,0.0,0.0,0.0
2020,5,6,92,74,56.4,4.9,29.3,0.03,0.0,0.0,0.0
2020,5,7,92.6,73,54.4,3.5,29.3,0.03,1.0,0.0,0.5
2020,5,8,86.4,77.6,76.3,1.8,29.3,1.34,0.0,0.0,0.0
2020,5,9,91.3,75.8,60.9,3.4,29.3,0,0.0,0.0,0.0
2020,5,10,89.1,75.4,64.9,1.6,29.3,0,0.0,0.0,0.0
2020,5,11,88.5,74.4,63.8,3,29.4,0,0.0,0.0,0.0
2020,5,12,88.4,74.9,66,1.1,29.4,0,0.0,0.0,0.0
2020,5,13,89.1,74.1,63.3,2.9,29.3,0,0.0,0.0,0.0
2020,5,14,91.8,73.3,56.4,3.1,29.3,0,0.0,0.0,0.0
2020,5,15,88,73.5,62.6,2.4,29.3,0,0.0,0.0,0.0
2020,5,16,93.4,72.5,51.6,4.5,29.3,0,0.0,0.0,0.0
2020,5,17,92.3,73.5,54.6,7.6,29.2,0,0.0,0.0,0.0
2020,5,18,90.8,75.6,61,6.5,29.2,0.35,0.0,7.0,3.5
2020,5,19,84.4,77.6,81.5,2.9,29.3,1.17,0.0,15.5,7.75
2020,5,20,85.5,76.9,77.3,2.3,29.3,1.17,0.0,17.5,8.75
2020,5,21,85.1,76,74.6,3.9,29.3,0.76,0.0,5.0,2.5
2020,5,22,88.9,74.8,63.8,5.9,29.3,0.5,0.0,0.0,0.0
2020,5,23,91.1,73.8,57.3,8.3,29.3,0,0.0,0.0,0.0
2020,5,24,91.6,73,54.3,7.6,29.3,0,0.0,0.0,0.0
2020,5,25,91.5,72.4,53.9,5,29.4,0,0.0,0.0,0.0
2020,5,26,90.8,73.4,57.6,9,29.4,0,0.0,0.0,0.0
2020,5,27,89.8,73.4,59.3,8.6,29.4,0,0.0,0.0,0.0
2020,5,28,89.1,73.4,59.9,8.8,29.4,0,0.0,0.0,0.0
2020,5,29,88.6,74,62.1,5.6,29.4,0,0.0,0.0,0.0
2020,5,30,89.1,71.9,57.6,5.5,29.4,0,0.0,0.0,0.0
2020,5,31,87.9,73.1,61.5,6.3,29.4,0,0.0,0.0,0.0
2020,6,1,89.5,71,55.1,8.1,29.4,0,0.0,0.0,0.0
2020,6,2,88.3,72.4,59.9,7.1,29.4,0,0.0,0.0,0.0
2020,6,3,88.6,74,64,4.3,29.3,0.02,0.0,1.5,0.75
2020,6,4,87.6,73.6,65.3,3.8,29.3,0.02,1.5,8.5,5.0
2020,6,5,88.9,73.6,62.8,5,29.3,0.02,0.0,0.0,0.0
2020,6,6,85.5,75.9,73,1.5,29.3,0.02,0.0,0.0,0.0
2020,6,7,83.1,76.3,80.9,2.8,29.3,0.49,9.5,7.5,8.5
2020,6,8,81,75.9,85.3,1.9,29.3,0.67,0.0,1.5,0.75
2020,6,9,82.5,75.9,81.6,2.3,29.3,0.12,0.0,0.0,0.0
2020,6,10,85.3,74.9,74.1,2.8,29.3,0.02,0.0,0.0,0.0
2020,6,11,87.8,73.1,62.6,6.1,29.3,0.03,0.0,0.0,0.0
2020,6,12,88.9,72.1,58.1,8.1,29.3,0,0.0,0.0,0.0
2020,6,13,89.5,72.8,58,9.1,29.2,0,0.0,0.5,0.25
2020,6,14,86.4,74.5,69.1,6.1,29.3,0.04,4.0,2.5,3.25
2020,6,15,82.4,75.5,80.6,3.6,29.3,0.14,0.0,0.0,0.0
2020,6,16,81.6,75.6,82.6,2.4,29.3,0.33,25.5,3.0,14.25
2020,6,17,81,74.5,80.8,3.4,29.3,0.28,6.0,5.0,5.5
2020,6,18,78.6,74.3,86.1,2.8,29.4,0.65,9.0,11.5,10.25
2020,6,19,83.8,72.8,70.1,4.9,29.3,0.63,3.5,0.0,1.75
2020,6,20,87.5,72.4,61.3,5.4,29.3,0,0.0,0.0,0.0
2020,6,21,88.5,73.9,61.8,5.8,29.3,0,0.0,0.0,0.0
2020,6,22,89.6,74.1,61,4.5,29.3,0,25.0,6.0,15.5
2020,6,23,87.9,74.5,65.4,4.3,29.3,0.02,0.0,0.0,0.0
2020,6,24,88.1,74.4,65.5,3.8,29.3,0,0.0,0.0,0.0
2020,6,25,88.3,73.3,61.5,6.5,29.3,0,0.0,0.0,0.0
2020,6,26,87.9,72,60,7,29.3,0,1.0,0.0,0.5
2020,6,27,86.1,71.1,60.9,6.4,29.3,0.02,0.0,0.0,0.0
2020,6,28,87.9,70,56.3,6.8,29.3,0,0.0,0.0,0.0
2020,6,29,89.4,70.1,55.5,6.9,29.3,0,0.0,0.0,0.0
2020,6,30,88.3,71.9,59.1,7.3,29.3,0,0.0,0.0,0.0
2020,7,1,86.4,70.9,60.9,9,29.3,0,0.0,0.0,0.0
2020,7,2,87,70.9,59.5,9.4,29.2,0,0.0,0.0,0.0
2020,7,3,85.6,72.1,64.1,8.1,29.3,0.49,6.0,0.0,3.0
2020,7,4,84,71.9,67.1,5.6,29.3,0.5,11.5,0.0,5.75
2020,7,5,84.6,71.6,66.4,5.3,29.3,0.02,0.0,0.0,0.0
2020,7,6,88.6,71,56.6,7.8,29.3,0,0.0,0.0,0.0
2020,7,7,89.1,73.3,60.9,4.6,29.3,0,20.0,6.0,13.0
2020,7,8,84.9,77.1,79.6,2.1,29.3,0.19,0.0,0.5,0.25
2020,7,9,88.8,72.3,58.8,7.9,29.3,0.07,0.0,0.0,0.0
2020,7,10,88.6,71,56.9,7.6,29.3,0,0.0,0.0,0.0
2020,7,11,88.8,71.5,57.3,8,29.3,0,0.0,0.0,0.0
2020,7,12,88,72.1,59.6,6.3,29.3,0,0.0,1.0,0.5
2020,7,13,83.4,74.8,76.4,3.1,29.3,0.08,12.0,7.5,9.75
2020,7,14,83,74.3,75.8,3.4,29.3,0.09,0.0,1.5,0.75
2020,7,15,86.9,72.1,62.3,4.8,29.3,0.08,1.0,0.0,0.5
2020,7,16,88,72.3,60.1,7.6,29.3,0.08,0.0,0.0,0.0
2020,7,17,84.4,75,75.1,3.5,29.3,0.65,0.0,0.0,0.0
2020,7,18,87.3,72.4,63.1,4.8,29.3,0.65,0.5,0.0,0.25
2020,7,19,88.5,72.3,59.5,6,29.3,0,0.0,0.0,0.0
2020,7,20,89.3,73.4,60,5,29.3,0,0.0,0.0,0.0
2020,7,21,87.3,74.4,65.9,3.4,29.3,0,7.5,3.0,5.25
2020,7,22,83.6,75.8,78.6,2.6,29.3,0.32,0.0,0.0,0.0
2020,7,23,87.9,74.1,64.6,2,29.3,0.05,0.0,0.0,0.0
2020,7,24,89.9,74.5,61.9,2.3,29.3,0,0.0,0.0,0.0
2020,7,25,89.4,74,62.1,3.5,29.3,0,0.0,0.0,0.0
2020,7,26,88,75.4,67.4,1.9,29.3,0,0.0,0.0,0.0
2020,7,27,87.1,75.6,69.1,3.5,29.3,0.05,0.0,29.5,14.75
2020,7,28,85.1,74.8,71.4,2.6,29.3,0.28,9.5,0.0,4.75
2020,7,29,85.5,72.8,66,6.1,29.3,0.28,0.0,0.0,0.0
2020,7,30,85.5,71.8,63.3,8.4,29.3,0,0.0,0.0,0.0
2020,7,31,88,72.3,60.1,10.3,29.2,0,0.0,0.0,0.0
2020,8,1,87.9,72.5,60.5,10.6,29.2,0,0.0,0.0,0.0
2020,8,2,84.1,73.9,71.3,7.5,29.1,0.04,11.0,6.0,8.5
2020,8,3,81.4,77.8,89.5,0.9,29.1,0.69,3.0,2.0,2.5
2020,8,4,81.3,77.8,89.8,1.3,29.1,0.87,9.0,13.5,11.25
2020,8,5,83,76.1,80.5,1.9,29.2,0.52,0.0,0.0,0.0
2020,8,6,84,75.1,75.6,4,29.3,0,2.5,0.0,1.25
2020,8,7,85.1,74.4,70.6,5.6,29.3,0.09,0.0,0.0,0.0
2020,8,8,85.3,76.5,76.3,1.9,29.3,0.09,0.0,0.0,0.0
2020,8,9,87.1,74.9,67.5,4.5,29.3,0.02,8.5,0.5,4.5
2020,8,10,86.5,72.5,63.5,7.8,29.3,0.01,0.0,0.0,0.0
2020,8,11,85.3,72.8,66.5,4.5,29.3,0,0.0,0.0,0.0
2020,8,12,85.4,74,68.9,4.1,29.3,0.09,1.0,0.0,0.5
2020,8,13,82.9,74.8,77.5,3.9,29.3,0.71,30.0,20.5,25.25
2020,8,14,81.5,76,84,1.4,29.3,0.89,3.5,1.5,2.5
2020,8,15,79.4,76.8,90.6,0.4,29.3,0.33,4.0,4.5,4.25
2020,8,16,81,74,80,1.1,29.3,0.23,0.0,0.0,0.0
2020,8,17,83.4,71.6,68.3,5.9,29.3,0.06,0.0,0.0,0.0
2020,8,18,83.6,72.4,69.6,5.8,29.3,0,3.0,3.0,3.0
2020,8,19,83,73.1,73.5,3.3,29.3,0.17,0.0,0.0,0.0
2020,8,20,85.4,72.9,67.4,4.4,29.3,0.17,0.5,0.0,0.25
2020,8,21,80.5,74.1,81.6,3.5,29.4,0.2,5.0,5.5,5.25
2020,8,22,81,75.5,84.1,3.4,29.3,0.94,17.0,21.0,19.0
2020,8,23,80.8,74.9,83.6,3.9,29.3,1.45,2.5,0.0,1.25
2020,8,24,81.5,73,75.6,4,29.4,0.56,0.0,0.0,0.0
2020,8,25,84.4,71.6,66.8,5.5,29.4,0.03,0.0,0.0,0.0
2020,8,26,85.8,70.3,60.3,8.1,29.4,0,0.0,0.0,0.0
2020,8,27,84.5,72.5,67.6,8.5,29.3,0,0.0,0.0,0.0
2020,8,28,87.3,73.3,63.4,9.9,29.3,0,4.0,0.0,2.0
2020,8,29,87.3,72.5,62.1,8.4,29.3,0,0.0,0.0,0.0
2020,8,30,87.8,72.9,64.9,2.8,29.3,0,0.0,0.0,0.0
2020,8,31,84.8,76.5,77.3,1.3,29.3,0,0.0,0.0,0.0
2020,9,1,81.4,76.1,84.1,1.6,29.3,1.33,2.0,1.0,1.5
2020,9,2,84.1,75.4,76,2.8,29.4,1.33,0.0,0.0,0.0
2020,9,3,88.1,75.3,66,3.3,29.3,0,0.0,0.0,0.0
2020,9,4,87.9,77.5,72,1.6,29.3,0,0.0,0.0,0.0
2020,9,5,84.5,77.4,79.6,0.9,29.3,0,0.5,29.5,15.0
2020,9,6,87.8,74.3,65.4,5.8,29.3,0,0.0,0.0,0.0
2020,9,7,87,73.4,64.1,7.6,29.3,0,0.0,0.0,0.0
2020,9,8,86.6,73.8,66,5.4,29.3,0,0.0,0.0,0.0
2020,9,9,85.8,74.8,70,2,29.3,0,1.5,0.0,0.75
2020,9,10,85.9,74.8,70.8,1.9,29.3,0,1.0,1.0,1.0
2020,9,11,84.5,77.3,80,1.4,29.3,0.07,0.0,0.0,0.0
2020,9,12,83.5,76.1,78.6,1.4,29.4,0.02,0.0,0.0,0.0
2020,9,13,82.9,76.5,82.3,1.1,29.4,0.02,0.0,13.5,6.75
2020,9,14,84.8,76.3,78.3,1.5,29.4,0.16,1.5,22.5,12.0
2020,9,15,84.3,77.5,81.4,1.5,29.4,0.57,0.0,10.5,5.25
2020,9,16,86.1,75.4,72.5,2.8,29.3,0.26,0.0,0.0,0.0
2020,9,17,87.3,74.6,67.4,5.3,29.3,0,0.0,0.0,0.0
2020,9,18,84.6,76.7,77.4,2.6,29.2,0.06,42.5,8.5,25.5
2020,9,19,79.5,77.6,94.1,0.8,29.1,1.06,28.5,19.5,24.0
2020,9,20,79.8,77,92,1,29.3,1.08,2.0,4.5,3.25
2020,9,21,80.9,77.3,89,1,29.4,0.26,0.0,0.0,0.0
2020,9,22,83,77.4,83.9,1.1,29.4,0,0.0,0.0,0.0
2020,9,23,83.8,76.3,79.4,3.1,29.4,3.35,22.5,66.5,44.5
2020,9,24,81.3,77,88,0.9,29.4,3.74,0.0,0.0,0.0
2020,9,25,83.1,74.5,76.1,5,29.4,0.01,0.0,0.0,0.0
2020,9,26,85,72.8,66.5,6.3,29.4,0.01,0.0,0.0,0.0
2020,9,27,87,73,63.9,5.9,29.3,0,0.0,0.0,0.0
2020,9,28,84.4,76.4,77.6,3.4,29.3,0,12.5,23.0,17.75
2020,9,29,80.1,76.5,89.3,0.5,29.3,0.8,16.5,47.0,31.75
2020,9,30,80.1,75.6,86.4,1.1,29.3,1.75,0.0,0.0,0.0
2020,10,1,84.4,74.6,73,2.9,29.3,0.02,0.0,0.0,0.0
2020,10,2,84.8,75.1,73.1,2.3,29.3,0,0.0,0.0,0.0
2020,10,3,81.5,76,84.3,0.9,29.3,0,5.5,7.0,6.25
2020,10,4,81,75.9,85,1.5,29.4,0.17,0.0,0.0,0.0
2020,10,5,82.1,76.6,84.3,0.9,29.4,1.35,0.0,0.0,0.0
2020,10,6,82.5,77.6,86.3,1.6,29.4,0.8,0.0,5.0,2.5
2020,10,7,84,76.4,80.3,0.7,29.4,1.09,3.5,3.0,3.25
2020,10,8,80.6,76.3,87.1,1.4,29.4,0.13,0.0,1.0,0.5
2020,10,9,78.9,73.6,83.6,0.8,29.4,0.13,0.5,1.0,0.75
2020,10,10,77.5,73.9,88.5,1.4,29.4,0.13,1.0,2.0,1.5
2020,10,11,80.8,75.3,83.9,0.3,29.3,0.09,0.0,0.0,0.0
2020,10,12,82,75.6,82.1,0.9,29.3,0,0.5,0.0,0.25
2020,10,13,81.6,74.3,78.8,1.1,29.3,0.02,0.0,0.0,0.0
2020,10,14,83.1,75,78,1.1,29.3,0.02,0.0,0.0,0.0
2020,10,15,85.3,76.7,76.3,2.7,29.3,0.02,28.0,4.5,16.25
2020,10,16,79.4,76.8,91.4,1.4,29.3,1.13,13.0,22.0,17.5
2020,10,17,78.9,75.6,90.6,1.3,29.3,1.48,0.5,0.5,0.5
2020,10,18,75.5,73,91.9,0.9,29.4,0.13,20.5,20.0,20.25
2020,10,19,74.3,72.1,93.1,2.1,29.4,1.1,0.0,0.0,0.0
2020,10,20,74.4,71.6,90.9,0.8,29.4,0.65,0.5,2.0,1.25
2020,10,21,76.5,73.3,89.5,1.4,29.5,0.09,1.0,12.5,6.75
2020,10,22,79.4,75,86,0.8,29.4,0.31,2.0,0.0,1.0
2020,10,23,78.5,73.5,85.1,1.3,29.4,0.31,1.0,0.0,0.5
2020,10,24,79.4,74.5,85.1,0.9,29.4,0,0.0,0.0,0.0
2020,10,25,74,72.7,95.3,0,29.5,0,0.0,0.0,0.0
2020,10,26,82.8,73,74,1,29.4,0,0.0,0.0,0.0
2020,10,27,78.4,74,87,0.4,29.4,0.05,0.0,0.0,0.0
2020,10,28,81,74.3,81.4,1.3,29.4,0.05,0.0,0.0,0.0
2020,10,29,79.1,73.8,84.9,2.1,29.4,0.13,9.5,10.0,9.75
2020,10,30,77.4,74.9,91.4,0.7,29.4,0.73,0.0,0.0,0.0
2020,10,31,78.5,75.3,90.5,0.9,29.5,0.41,0.0,0.0,0.0
2020,11,1,81.4,75.8,84.6,0.9,29.5,0.38,0.0,0.0,0.0
2020,11,2,82.6,76,82,0.6,29.5,0.01,0.0,0.0,0.0
2020,11,3,81.3,74.9,82.1,0.6,29.5,0.02,0.0,0.0,0.0
2020,11,4,81.5,73.4,77.6,1.1,29.5,0.02,0.0,0.0,0.0
2020,11,5,80.5,73.6,81.1,0.8,29.5,0,0.0,0.0,0.0
2020,11,6,81.4,74.6,81.6,0.3,29.5,0,0.0,0.0,0.0
2020,11,7,79,74.6,87,0.6,29.5,0.03,3.5,7.5,5.5
2020,11,8,76.3,74,93,0,29.5,0.03,0.0,0.0,0.0
2020,11,9,80.4,72.4,78.3,1.1,29.5,0.01,0.0,0.0,0.0
2020,11,10,77.8,69,76.8,1.3,29.5,0,0.0,0.0,0.0
2020,11,11,76.9,65,70.3,1.4,29.5,0,0.0,0.0,0.0
2020,11,12,77.8,66.3,71.8,1.3,29.6,0,0.0,0.0,0.0
2020,11,13,78.9,71.1,78.9,0.5,29.5,0,0.0,0.0,0.0
2020,11,14,79.3,70.8,77.4,0.9,29.5,0,0.0,0.0,0.0
2020,11,15,78.1,66,70.5,1.3,29.5,0,0.0,0.0,0.0
2020,11,16,80.1,69,69.6,1.4,29.5,0,0.0,0.0,0.0
2020,11,17,82.1,72.8,74.6,1,29.4,0,0.0,0.0,0.0
2020,11,18,81.6,74.1,79.6,0.5,29.4,0,0.0,0.0,0.0
2020,11,19,81.8,72.9,77.1,0.8,29.4,0,0.0,0.0,0.0
2020,11,20,81.5,72.1,75.5,1,29.4,0,0.0,0.0,0.0
2020,11,21,82.3,72.1,74.1,1,29.4,0,0.0,0.0,0.0
2020,11,22,82,73.4,76.8,0.9,29.5,0,0.0,0.0,0.0
2020,11,23,81,73.4,78.6,0.5,29.5,0,0.0,0.0,0.0
2020,11,24,80.9,72,76.8,1.4,29.5,0,0.0,0.0,0.0
2020,11,25,79.4,69.6,74.5,1,29.5,0,0.0,0.0,0.0
2020,11,26,79.1,68.9,73.4,1.3,29.5,0,0.0,0.0,0.0
2020,11,27,78.1,69.1,76,1.3,29.5,0,0.0,0.0,0.0
2020,11,28,77.8,67.6,74,0.9,29.6,0,0.0,0.0,0.0
2020,11,29,77,66.4,72.6,1.4,29.5,0,0.0,0.0,0.0
2020,11,30,78.4,67.8,71.3,1.5,29.5,0,0.0,0.0,0.0
2020,12,1,77.4,67,73,1,29.6,0,0.0,0.0,0.0
2020,12,2,78.6,67.6,70,0.5,29.5,0,0.0,0.0,0.0
2020,12,3,76,68.9,79.3,1.1,29.5,0,0.0,0.0,0.0
2020,12,4,74,66.5,79.4,1,29.5,0,0.0,0.0,0.0
2020,12,5,72.4,63,73.8,1.4,29.6,0,0.0,0.0,0.0
2020,12,6,71.4,61.5,74.4,0.5,29.6,0,0.0,0.0,0.0
2020,12,7,72.5,61.8,72.4,0.8,29.6,0,0.0,0.0,0.0
2020,12,8,72.9,62.9,73.9,0.6,29.6,0,0.0,0.0,0.0
2020,12,9,73,63,74,0.9,29.5,0,0.0,0.0,0.0
2020,12,10,72,62.1,74.3,1,29.5,0,0.0,0.0,0.0
2020,12,11,73.1,62.9,73.8,0.9,29.5,0,0.0,0.0,0.0
2020,12,12,75.4,65.1,73.8,1.3,29.4,0,0.0,0.0,0.0
2020,12,13,78.9,68,71.8,0.6,29.4,0,0.0,0.0,0.0
2020,12,14,81,69.9,70.1,1.1,29.4,0,0.0,0.0,0.0
2020,12,15,79.6,71,77,1.1,29.5,0,0.0,0.0,0.0
2020,12,16,79.4,70.8,76.8,0.5,29.5,0,0.0,0.0,0.0
2020,12,17,77.9,68.4,74.6,0.6,29.5,0,0.0,0.0,0.0
2020,12,18,76.9,67.1,73.9,0.8,29.5,0,0.0,0.0,0.0
2020,12,19,76.6,67.4,74.9,1,29.5,0,0.0,0.0,0.0
2020,12,20,73.9,63,70.9,2.3,29.6,0,0.0,0.0,0.0
2020,12,21,72.6,59.8,65.4,1.8,29.6,0,0.0,0.0,0.0
2020,12,22,70.3,56.9,64,2.6,29.6,0,0.0,0.0,0.0
2020,12,23,70,58.1,69.4,2,29.5,0,0.0,0.0,0.0
2020,12,24,73.3,59.1,65.4,2,29.5,0,0.0,0.0,0.0
2020,12,25,76,61.9,65.1,1.3,29.5,0,0.0,0.0,0.0
2020,12,26,76.5,67,74.1,0.5,29.5,0,0.0,0.0,0.0
2020,12,27,79.8,68.6,71.5,0.5,29.4,0,0.0,0.0,0.0
2020,12,28,81.9,69,68.5,1.5,29.4,0,0.0,0.0,0.0
2020,12,29,79.5,62.8,62.1,0.8,29.4,0,0.0,0.0,0.0
2020,12,30,76.8,62.1,62.9,1.8,29.5,0,0.0,0.0,0.0
2020,12,31,75.9,60,59,3.4,29.6,0,0.0,0.0,0.0
2021,1,1,69.9,57,66.4,1.8,29.6,0,0.0,0.0,0.0
2021,1,2,68.6,56.6,68.5,1.1,29.6,0,0.0,0.0,0.0
2021,1,3,70.1,57.3,68.1,0.9,29.5,0,0.0,0.0,0.0
2021,1,4,72.3,59.3,68.5,0.9,29.5,0,0.0,0.0,0.0
2021,1,5,75.6,62.1,66.3,1.1,29.5,0,0.0,0.0,0.0
2021,1,6,79,66.5,68.1,0.9,29.4,0,0.0,0.0,0.0
2021,1,7,80.9,67.9,66.9,1.1,29.4,0,0.0,0.0,0.0
2021,1,8,79,68,70.4,1.4,29.4,0,0.0,0.0,0.0
2021,1,9,77,63.3,63.8,1.6,29.5,0,0.0,0.0,0.0
2021,1,10,73.3,60.6,67.8,0.8,29.5,0,0.0,0.0,0.0
2021,1,11,74.6,60.6,64.4,1.9,29.5,0,0.0,0.0,0.0
2021,1,12,69.2,53.2,57.2,2.7,29.6,0,0.0,0.0,0.0
2021,1,13,68.8,54.4,62.4,1.5,29.6,0,0.0,0.0,0.0
2021,1,14,70.4,57.1,65.3,1.3,29.5,0,0.0,0.0,0.0
2021,1,15,72.6,59.1,66.5,0.6,29.4,0,0.0,0.0,0.0
2021,1,16,84,63,51,1.8,29.4,0,0.0,0.0,0.0
2021,1,17,75.3,63.5,68.8,1,29.5,0,0.0,0.0,0.0
2021,1,18,75.3,58.5,57,2.4,29.6,0,0.0,0.0,0.0
2021,1,19,70.3,56.3,64.4,0.8,29.5,0,0.0,0.0,0.0
2021,1,20,70.1,55.9,64.8,1,29.5,0,0.0,0.0,0.0
2021,1,21,72.3,57.6,64.1,0.6,29.4,0,0.0,0.0,0.0
2021,1,22,74.4,58.9,62.6,0.6,29.4,0,0.0,0.0,0.0
2021,1,23,75.8,60,62.3,1.3,29.4,0,0.0,0.0,0.0
2021,1,24,77.8,60.1,58.5,0.8,29.4,0,0.0,0.0,0.0
2021,1,25,79,62.3,60,0.5,29.4,0,0.0,0.0,0.0
2021,1,26,79.4,62.6,60.1,1,29.4,0,0.0,0.0,0.0
2021,1,27,79.5,64.1,62.3,0.8,29.4,0,0.0,0.0,0.0
2021,1,28,80.5,66.3,64.3,0.8,29.5,0,0.0,0.0,0.0
2021,1,29,80.3,65.6,62.9,2.4,29.5,0,0.0,4.0,2.0
2021,1,30,78.6,66,66.9,0.5,29.5,0.24,0.0,0.0,0.0
2021,1,31,78.9,65,64.6,1.1,29.5,0.24,0.0,0.0,0.0
2021,2,1,79.6,64.9,63.6,1,29.5,0,0.0,0.0,0.0
2021,2,2,80.8,64,60,1.1,29.5,0,0.0,0.0,0.0
2021,2,3,80.4,63.5,58.3,1,29.5,0,0.0,0.0,0.0
2021,2,4,79.5,62.9,60.1,1.3,29.5,0,0.0,0.0,0.0
2021,2,5,78.5,62.1,60.9,0.8,29.5,0,0.0,0.0,0.0
2021,2,6,78.5,62,59.9,1.4,29.4,0,0.0,0.0,0.0
2021,2,7,80.8,63.8,59.1,0.4,29.4,0,0.0,0.0,0.0
2021,2,8,76.5,66.5,71.4,0.5,29.4,0.02,0.0,0.0,0.0
2021,2,9,77.1,65.3,69.3,3.1,29.4,0.02,0.0,0.0,0.0
2021,2,10,76,59.5,61.3,1.1,29.5,0,0.0,0.0,0.0
2021,2,11,75.5,58.6,61,0.6,29.5,0,0.0,0.0,0.0
2021,2,12,78.4,61.4,59.8,0.8,29.5,0,0.0,0.0,0.0
2021,2,13,80.1,61,55.9,1.1,29.5,0,0.0,0.0,0.0
2021,2,14,80.9,60.8,52.8,1.5,29.4,0,0.0,0.0,0.0
2021,2,15,81.9,59.4,50.4,2.9,29.4,0,0.0,0.0,0.0
2021,2,16,85.6,63.1,49,0.9,29.4,0,0.0,0.0,0.0
2021,2,17,82.1,65.6,58.6,1.8,29.4,0,0.0,0.0,0.0
2021,2,18,81.5,62.4,53,2,29.6,0,0.0,0.0,0.0
2021,2,19,78.3,60.6,56.8,2.1,29.6,0,0.0,0.0,0.0
2021,2,20,77.1,60.5,59.4,1.3,29.6,0,0.0,0.0,0.0
2021,2,21,79,60.1,56.8,1.5,29.5,0,0.0,0.0,0.0
2021,2,22,80.5,60.1,53.9,1.6,29.4,0,0.0,0.0,0.0
2021,2,23,83.1,64.1,55.8,0.9,29.4,0,0.0,0.0,0.0
2021,2,24,87,69.1,56.9,3.4,29.4,0,0.0,0.0,0.0
2021,2,25,87.1,62.8,46.3,6.6,29.3,0,0.0,0.0,0.0
2021,2,26,86.6,60.1,42.1,6.8,29.3,0,0.0,0.0,0.0
2021,2,27,87.4,58.1,39.9,5.4,29.3,0,0.0,0.0,0.0
2021,2,28,85.4,59.3,47,3.1,29.3,0,0.0,0.0,0.0
2021,3,1,83.4,56.1,44.8,1.8,29.4,0,0.0,0.0,0.0
2021,3,2,83.5,58.3,45.3,1.3,29.4,0,0.0,0.0,0.0
2021,3,3,86.3,62.6,46.8,1.8,29.4,0,0.0,0.0,0.0
2021,3,4,85.4,72.7,67.6,1.4,29.5,0,0.0,0.0,0.0
2021,3,5,89.1,64.4,46.3,3.8,29.4,0,0.0,0.0,0.0
2021,3,6,88.8,61.4,42.1,2.3,29.4,0,0.0,0.0,0.0
2021,3,7,86.1,63.3,48.5,1.3,29.4,0,0.0,0.0,0.0
2021,3,8,85.5,65.9,53.1,1.5,29.4,0,0.0,0.0,0.0
